Family Name,Style Name,Width,Height,Aspect Ratio,x-height,Density,Slant,Curve,Serif,
Raleway Dots ,Regular,0.206211,0.301158,0.816996,0.260000,0.051326,0.196700,0.237376,0.031000,
Raleway,ExtraBold Italic,0.273263,0.321684,0.641872,0.270000,0.482256,0.192087,0.290793,0.093000,
Raleway,ExtraBold,0.250316,0.320632,0.662276,0.270000,0.549136,0.153022,0.279955,0.036000,
Raleway,ExtraLight Italic,0.235789,0.313684,0.695716,0.260000,0.170453,0.334338,0.446802,0.041000,
Raleway,ExtraLight,0.213263,0.312526,0.772599,0.260000,0.208804,0.284694,0.468472,0.029000,
Raleway,Italic,0.244842,0.316105,0.667389,0.270000,0.277765,0.188740,0.248945,0.061000,
Raleway,Light Italic,0.240105,0.314737,0.679666,0.260000,0.223443,0.272395,0.365283,0.052000,
Raleway,Light,0.218211,0.313579,0.733074,0.260000,0.264620,0.241488,0.379710,0.033000,
Raleway,Medium Italic,0.249789,0.317579,0.659414,0.270000,0.334354,0.175058,0.237600,0.066000,
Raleway,Medium,0.229263,0.316421,0.700682,0.270000,0.396756,0.159224,0.244114,0.033000,
Raleway,Regular,0.223368,0.314947,0.713253,0.270000,0.330032,0.171779,0.289909,0.034000,
Raleway,SemiBold Italic,0.258105,0.318526,0.652262,0.270000,0.381521,0.175259,0.271354,0.084000,
Raleway,SemiBold,0.234211,0.317474,0.687092,0.270000,0.457371,0.165920,0.294255,0.030000,
Raleway,Thin Italic,0.232000,0.312947,0.713493,0.260000,0.115822,0.275614,0.375178,0.028000,
Raleway,Thin,0.209789,0.311789,0.814267,0.260000,0.143419,0.247918,0.415829,0.020000,
Ramabhadra,Regular,0.244842,0.315579,0.682365,0.270000,0.521812,0.148708,0.318153,0.024000,
Ramaraja,Regular,0.208842,0.271158,0.680637,0.220000,0.411808,0.244024,0.397750,0.080000,
Rambla,Bold Italic,0.242211,0.319263,0.654157,0.260000,0.459895,0.178174,0.303282,0.081000,
Rambla,Bold,0.218632,0.319263,0.676966,0.260000,0.514824,0.155043,0.302438,0.035000,
Rambla,Italic,0.223158,0.314947,0.668311,0.260000,0.361095,0.150394,0.212506,0.070000,
Rambla,Regular,0.200000,0.314947,0.698464,0.260000,0.417162,0.143670,0.239055,0.033000,
Rammetto One,Regular,0.330000,0.368526,0.641050,0.310000,0.662726,0.122016,0.208382,0.024000,
Ranchers,Regular,0.224947,0.374737,0.698368,0.300000,0.599667,0.132116,0.252892,0.031000,
Rancho,Regular,0.183895,0.310105,0.702283,0.220000,0.410799,0.177339,0.261321,0.074000,
Ranga,Bold,0.221158,0.303053,0.656771,0.250000,0.454030,0.188385,0.339509,0.088000,
Ranga,Regular,0.200000,0.302737,0.676539,0.250000,0.326393,0.153179,0.195504,0.063000,
Rationale,Regular,0.154105,0.304316,0.758616,0.250000,0.457892,0.109860,0.260061,0.026000,
Ravi Prakash,Regular,0.186842,0.263263,0.669786,0.220000,0.478387,0.178503,0.317134,0.053000,
Redacted,Regular,0.249368,0.380000,0.652505,0.380000,0.999723,0.014932,0.088350,0.000000,
Redacted Script,Bold,0.367053,0.361158,0.624559,0.330000,0.597674,0.210216,0.306425,0.150000,
Redacted Script,Regular,0.282842,0.295895,0.635272,0.250000,0.191409,0.281883,0.378091,0.076000,
Redressed,Regular,0.207263,0.312632,0.685643,0.210000,0.353770,0.234188,0.358686,0.080000,
Reenie Beanie,Regular,0.164316,0.238211,0.680432,0.210000,0.275853,0.267029,0.419654,0.071000,
Revalia,Regular,0.284526,0.324526,0.666222,0.280000,0.495459,0.123690,0.253457,0.068000,
Rhodium Libre,Regular,0.253789,0.317474,0.674010,0.250000,0.385756,0.151277,0.240998,0.069000,
Ribeye Marrow,Regular,0.278000,0.345263,0.664836,0.260000,0.323416,0.149857,0.240482,0.116000,
Ribeye,Regular,0.278000,0.345158,0.664794,0.260000,0.404387,0.160640,0.268598,0.096000,
Righteous,Regular,0.227789,0.314526,0.668840,0.260000,0.574936,0.193353,0.364354,0.024000,
Risque,Regular,0.241474,0.313368,0.654900,0.260000,0.361822,0.168011,0.271894,0.114000,
Roboto,Black Italic,0.259368,0.335158,0.650854,0.260000,0.492940,0.170183,0.307719,0.080000,
Roboto,Black,0.237895,0.328737,0.675925,0.260000,0.578731,0.154213,0.300750,0.030000,
Roboto,Bold Italic,0.251789,0.334421,0.655190,0.260000,0.455786,0.182018,0.319492,0.080000,
Roboto,Bold,0.231368,0.327263,0.680713,0.260000,0.532508,0.157048,0.310335,0.027000,
Roboto Condensed,Bold Italic,0.223368,0.333579,0.666720,0.260000,0.477798,0.180066,0.327068,0.074000,
Roboto Condensed,Bold,0.202632,0.327263,0.694596,0.260000,0.562360,0.153194,0.321649,0.023000,
Roboto Condensed,Italic,0.208737,0.331789,0.681196,0.260000,0.356315,0.154196,0.232835,0.066000,
Roboto Condensed,Light Italic,0.202316,0.331158,0.692436,0.260000,0.264090,0.194048,0.297052,0.051000,
Roboto Condensed,Light,0.178737,0.324000,0.748264,0.260000,0.320259,0.183236,0.306221,0.025000,
Roboto Condensed,Regular,0.186842,0.324737,0.723784,0.260000,0.432811,0.140796,0.250246,0.028000,
Roboto,Italic,0.237789,0.331053,0.667525,0.260000,0.346057,0.150610,0.220763,0.068000,
Roboto,Light Italic,0.230421,0.330526,0.677303,0.260000,0.252104,0.181462,0.261673,0.050000,
Roboto,Light,0.209263,0.323474,0.727178,0.260000,0.308102,0.173058,0.290085,0.029000,
Roboto,Medium Italic,0.246000,0.332947,0.660600,0.260000,0.409063,0.169515,0.305076,0.074000,
Roboto,Medium,0.224737,0.326000,0.689353,0.260000,0.484349,0.156565,0.322756,0.026000,
Roboto Mono,Bold Italic,0.250105,0.331895,0.651607,0.260000,0.442363,0.173452,0.312317,0.088000,
Roboto Mono,Bold,0.230526,0.330211,0.672915,0.270000,0.507340,0.154164,0.315622,0.036000,
Roboto Mono,Italic,0.237158,0.329789,0.661918,0.260000,0.344040,0.148420,0.212462,0.077000,
Roboto Mono,Light Italic,0.228737,0.327789,0.670753,0.260000,0.242828,0.172986,0.251622,0.058000,
Roboto Mono,Light,0.209579,0.325895,0.700621,0.270000,0.282579,0.168531,0.281303,0.037000,
Roboto Mono,Medium Italic,0.244316,0.331053,0.656006,0.260000,0.407390,0.165919,0.290010,0.083000,
Roboto Mono,Medium,0.225053,0.329158,0.678341,0.270000,0.471755,0.150525,0.304286,0.037000,
Roboto Mono,Regular,0.217474,0.327789,0.688440,0.270000,0.410727,0.139329,0.233888,0.036000,
Roboto Mono,Thin Italic,0.221263,0.324737,0.677280,0.270000,0.132732,0.303763,0.403480,0.042000,
Roboto Mono,Thin,0.201263,0.324947,0.727286,0.270000,0.168990,0.247332,0.383094,0.033000,
Roboto,Regular,0.217053,0.324526,0.701732,0.260000,0.413272,0.143924,0.252835,0.029000,
Roboto Slab,Bold,0.249474,0.331895,0.672944,0.270000,0.514594,0.152665,0.313266,0.064000,
Roboto Slab,Light,0.230421,0.329368,0.706009,0.270000,0.281695,0.163863,0.280199,0.063000,
Roboto Slab,Regular,0.238316,0.330211,0.685800,0.270000,0.403045,0.148012,0.264234,0.064000,
Roboto Slab,Thin,0.223053,0.329053,0.733117,0.270000,0.156061,0.246234,0.384810,0.054000,
Roboto,Thin Italic,0.223474,0.323053,0.688427,0.260000,0.138908,0.318262,0.423117,0.034000,
Roboto,Thin,0.202211,0.322421,0.770724,0.260000,0.173615,0.259373,0.436230,0.028000,
Rochester,Regular,0.222842,0.324842,0.711719,0.230000,0.302715,0.330457,0.444017,0.129000,
Rock Salt,Regular,0.399474,0.486316,0.668595,0.400000,0.299714,0.130369,0.181186,0.145000,
Rokkitt,Bold,0.223053,0.258842,0.665409,0.210000,0.468026,0.166445,0.349804,0.065000,
Rokkitt,Regular,0.208211,0.251053,0.670491,0.200000,0.407105,0.169636,0.341203,0.057000,
Romanesco,Regular,0.188105,0.285158,0.687598,0.210000,0.292534,0.271054,0.321533,0.073000,
Ropa Sans,Italic,0.204526,0.292842,0.674779,0.240000,0.398629,0.163074,0.267148,0.056000,
Ropa Sans,Regular,0.183158,0.297474,0.713221,0.240000,0.449040,0.133775,0.288922,0.017000,
Rosario,Bold Italic,0.242421,0.316421,0.661959,0.250000,0.441134,0.170499,0.321912,0.064000,
Rosario,Bold,0.231789,0.315263,0.680131,0.250000,0.482606,0.160752,0.317164,0.028000,
Rosario,Italic,0.225579,0.314316,0.679898,0.250000,0.364072,0.153214,0.242736,0.059000,
Rosario,Regular,0.215895,0.312947,0.699674,0.250000,0.406051,0.148315,0.255984,0.026000,
Rosarivo,Italic,0.235158,0.355474,0.690560,0.270000,0.272684,0.220029,0.300065,0.105000,
Rosarivo,Regular,0.246316,0.351158,0.700117,0.270000,0.297379,0.181479,0.267303,0.089000,
Rouge Script,Regular,0.208947,0.282842,0.690845,0.190000,0.213992,0.381456,0.541703,0.122000,
Rounded Mplus 1c,Black,0.262842,0.340105,0.656400,0.260000,0.595244,0.137446,0.238055,0.052000,
Rounded Mplus 1c Bold,Bold,0.242105,0.337263,0.673871,0.260000,0.486544,0.145712,0.266768,0.051000,
Rounded Mplus 1c,ExtraBold,0.252000,0.339158,0.664285,0.260000,0.543576,0.149180,0.256234,0.050000,
Rounded Mplus 1c,Light,0.213895,0.332421,0.741590,0.260000,0.259763,0.190497,0.300344,0.038000,
Rounded Mplus 1c,Medium,0.230737,0.334737,0.689223,0.260000,0.429235,0.139503,0.245848,0.045000,
Rounded Mplus 1c,Regular,0.221579,0.333263,0.708000,0.260000,0.344686,0.115841,0.195397,0.041000,
Rounded Mplus 1c,Thin,0.206105,0.330632,0.808516,0.260000,0.118267,0.193067,0.344499,0.018000,
Rozha One,Regular,0.228842,0.279684,0.697701,0.230000,0.411928,0.221067,0.399847,0.050000,
Rubik,Black Italic,0.319474,0.326842,0.632216,0.260000,0.599332,0.161090,0.250639,0.085000,
Rubik,Black,0.281684,0.327158,0.645212,0.260000,0.686508,0.127609,0.241933,0.026000,
Rubik,Bold Italic,0.298316,0.324842,0.635453,0.260000,0.537614,0.185516,0.290873,0.089000,
Rubik,Bold,0.262000,0.324632,0.656141,0.260000,0.620029,0.155801,0.292991,0.026000,
Rubik,Italic,0.260211,0.319895,0.656247,0.260000,0.364015,0.172584,0.247881,0.067000,
Rubik,Light Italic,0.248000,0.318105,0.667307,0.270000,0.289572,0.172049,0.241940,0.051000,
Rubik,Light,0.212000,0.317684,0.723762,0.260000,0.350811,0.160383,0.285744,0.024000,
Rubik,Medium Italic,0.278000,0.322000,0.644393,0.260000,0.453294,0.197611,0.328144,0.084000,
Rubik,Medium,0.242000,0.321895,0.674610,0.260000,0.536859,0.173227,0.338979,0.026000,
Rubik Mono One,Regular,0.323053,0.331474,0.632694,0.350000,0.676008,0.117363,0.215161,0.031000,
Rubik One,Regular,0.282526,0.328526,0.647334,0.260000,0.680457,0.133861,0.251517,0.026000,
Rubik,Regular,0.226316,0.319684,0.695623,0.260000,0.428456,0.167369,0.292293,0.027000,
Ruda,Black,0.243053,0.339158,0.674642,0.300000,0.545548,0.127899,0.246184,0.036000,
Ruda,Bold,0.221474,0.332421,0.693717,0.300000,0.469720,0.121630,0.260576,0.031000,
Ruda,Regular,0.202105,0.331263,0.719068,0.300000,0.385080,0.122358,0.192296,0.033000,
Rufina,Bold,0.252947,0.321368,0.680703,0.250000,0.375647,0.184379,0.306469,0.065000,
Rufina,Regular,0.242211,0.319789,0.691286,0.250000,0.324192,0.188467,0.311446,0.064000,
Ruge Boogie,Regular,0.214947,0.311895,0.687808,0.230000,0.252541,0.314487,0.447244,0.122000,
Ruluko,Regular,0.189579,0.316421,0.727029,0.260000,0.351820,0.167400,0.261616,0.033000,
Rum Raisin,Regular,0.186211,0.337368,0.703530,0.290000,0.510183,0.149113,0.277068,0.048000,
Ruslan Display,Regular,0.260421,0.256526,0.663108,0.380000,0.550758,0.168037,0.294697,0.054000,
Russo One,Regular,0.258316,0.323789,0.655529,0.270000,0.592309,0.119061,0.262902,0.027000,
Ruthie,Regular,0.281158,0.313579,0.649914,0.190000,0.154168,0.356308,0.461785,0.113000,
Rye,Regular,0.288737,0.355158,0.662014,0.290000,0.411824,0.192824,0.271097,0.144000,
Sacramento,Regular,0.276842,0.309789,0.686042,0.180000,0.211884,0.356497,0.493441,0.121000,
Sahitya,Bold,0.229579,0.308737,0.672344,0.260000,0.468432,0.185030,0.307225,0.082000,
Sahitya,Regular,0.214526,0.298947,0.690511,0.250000,0.337477,0.207390,0.324179,0.090000,
Sail,Regular,0.268526,0.300316,0.676363,0.210000,0.277827,0.268468,0.382710,0.118000,
Salsa,Regular,0.229579,0.327053,0.680278,0.270000,0.445477,0.156563,0.274686,0.059000,
Sanchez,Italic,0.259684,0.315053,0.655854,0.250000,0.341046,0.154508,0.234464,0.100000,
Sanchez,Regular,0.243895,0.315053,0.669983,0.250000,0.364534,0.144007,0.252215,0.069000,
Sancreek,Regular,0.244000,0.365684,0.687541,0.340000,0.469625,0.189635,0.291855,0.129000,
Sansation,Bold Italic,0.280737,0.311053,0.643603,0.260000,0.418352,0.169146,0.310369,0.081000,
Sansation,Bold,0.229368,0.310105,0.680799,0.260000,0.530010,0.161862,0.366332,0.019000,
Sansation,Italic,0.268947,0.309895,0.653676,0.260000,0.334204,0.145945,0.213215,0.066000,
Sansation Light,Light Italic,0.260316,0.309158,0.664647,0.260000,0.211126,0.201559,0.298171,0.046000,
Sansation Light,Light,0.209474,0.308211,0.752335,0.260000,0.320071,0.202314,0.328653,0.023000,
Sansation,Regular,0.217789,0.308947,0.705669,0.260000,0.426596,0.141232,0.252379,0.022000,
Sansita One,Regular,0.269474,0.326842,0.645680,0.280000,0.506430,0.167366,0.262483,0.089000,
Sarabun,Bold Italic,0.188316,0.220316,0.650269,0.170000,0.333758,0.226148,0.353612,0.044000,
Sarabun,Bold,0.163263,0.217053,0.683125,0.170000,0.402905,0.214133,0.390090,0.023000,
Sarabun,Italic,0.175263,0.217368,0.661435,0.170000,0.243639,0.398666,0.541754,0.037000,
Sarabun,Regular,0.148421,0.214000,0.707487,0.170000,0.295200,0.356611,0.605338,0.024000,
Sarala,Bold,0.244526,0.332947,0.677640,0.260000,0.525739,0.146137,0.299439,0.030000,
Sarala,Regular,0.223895,0.320947,0.700993,0.260000,0.417398,0.138348,0.260218,0.030000,
Sarina,Regular,0.387789,0.328526,0.656651,0.270000,0.435996,0.187175,0.280679,0.170000,
Sarpanch,Black,0.294421,0.299368,0.661062,0.250000,0.669395,0.105354,0.240197,0.021000,
Sarpanch,Bold,0.259789,0.285263,0.670947,0.240000,0.551219,0.130886,0.302234,0.024000,
Sarpanch,ExtraBold,0.272526,0.285789,0.665391,0.240000,0.599109,0.125074,0.283049,0.024000,
Sarpanch,Medium,0.241263,0.285053,0.684299,0.240000,0.464877,0.119959,0.291054,0.024000,
Sarpanch,Regular,0.230105,0.284842,0.697192,0.240000,0.423886,0.105900,0.234854,0.021000,
Sarpanch,SemiBold,0.249789,0.284632,0.677166,0.240000,0.510340,0.129153,0.306148,0.024000,
Satisfy,Regular,0.242526,0.353789,0.671871,0.230000,0.305404,0.182623,0.234676,0.145000,
Sawarabi Gothic,Regular,0.220105,0.330211,0.709690,0.270000,0.444568,0.145130,0.280031,0.026000,
Sawarabi Mincho,Regular,0.255158,0.330421,0.681794,0.250000,0.328385,0.173468,0.267829,0.075000,
Scada,Bold Italic,0.252526,0.323684,0.652735,0.250000,0.454437,0.190601,0.334740,0.073000,
Scada,Bold,0.220526,0.323684,0.682240,0.250000,0.521370,0.167082,0.342141,0.025000,
Scada,Italic,0.234842,0.321789,0.664676,0.250000,0.377848,0.162099,0.257904,0.063000,
Scada,Regular,0.203579,0.321684,0.705631,0.250000,0.441979,0.160730,0.315152,0.020000,
Scheherazade,Bold,0.193789,0.230421,0.669469,0.170000,0.424847,0.264448,0.444775,0.069000,
Scheherazade,Regular,0.178211,0.227474,0.695575,0.170000,0.323044,0.307502,0.511257,0.057000,
Schoolbell,Regular,0.214000,0.326421,0.698915,0.250000,0.358812,0.145510,0.195124,0.074000,
Seaweed Script,Regular,0.267053,0.327368,0.656865,0.200000,0.281264,0.203699,0.244801,0.125000,
Sedan,Italic,0.271263,0.336421,0.649779,0.240000,0.256886,0.244577,0.318347,0.133000,
Sedan,Regular,0.249053,0.331789,0.681569,0.230000,0.296020,0.200040,0.303331,0.082000,
Sedan SC,Regular,0.248000,0.312105,0.671813,0.260000,0.302891,0.198635,0.303304,0.082000,
SeoulHangang,B,0.229895,0.330000,0.689814,0.260000,0.356329,0.147292,0.231795,0.065000,
SeoulHangang CBL,Regular,0.224737,0.336526,0.688397,0.270000,0.466328,0.163606,0.279882,0.064000,
SeoulHangang CB,Regular,0.208632,0.326211,0.697631,0.250000,0.373875,0.155045,0.241842,0.064000,
SeoulHangang CEB,Regular,0.218000,0.330316,0.693042,0.260000,0.425863,0.158526,0.264039,0.061000,
SeoulHangang CL,Regular,0.198421,0.316105,0.715522,0.250000,0.302472,0.192196,0.290619,0.049000,
SeoulHangang CM,Regular,0.203684,0.322526,0.704990,0.250000,0.325436,0.161088,0.258711,0.055000,
SeoulHangang,EB,0.235263,0.331368,0.684423,0.260000,0.400451,0.158973,0.260504,0.067000,
SeoulHangang,L,0.217474,0.314105,0.705397,0.250000,0.317820,0.190310,0.324856,0.046000,
SeoulHangang,M,0.223263,0.315789,0.696572,0.250000,0.351786,0.173044,0.287128,0.052000,
SeoulNamsan,B,0.216947,0.318947,0.702278,0.250000,0.444374,0.143669,0.297550,0.021000,
SeoulNamsan CBL,Regular,0.219053,0.346000,0.697137,0.280000,0.511029,0.150568,0.263356,0.036000,
SeoulNamsan CB,Regular,0.200947,0.332737,0.720041,0.260000,0.426012,0.142533,0.217481,0.034000,
SeoulNamsan CEB,Regular,0.208526,0.339895,0.707607,0.270000,0.468976,0.147689,0.260851,0.036000,
SeoulNamsan CL,Regular,0.185895,0.314947,0.740870,0.240000,0.315440,0.184893,0.299851,0.035000,
SeoulNamsan CM,Regular,0.193579,0.323789,0.721895,0.260000,0.373566,0.142935,0.223278,0.039000,
SeoulNamsan,EB,0.223158,0.332526,0.695921,0.270000,0.450575,0.147842,0.271560,0.036000,
SeoulNamsan,L,0.201895,0.315579,0.733480,0.250000,0.332178,0.168988,0.322532,0.024000,
SeoulNamsan,M,0.212316,0.315579,0.711553,0.250000,0.384819,0.143935,0.285869,0.023000,
SeoulNamsan,vert,0.217158,0.330947,0.705744,0.260000,0.420696,0.138654,0.221384,0.035000,
Sevillana,Regular,0.227053,0.345053,0.720936,0.220000,0.273700,0.287166,0.429677,0.116000,
Seymour One,Book,0.363895,0.327895,0.648006,0.260000,0.635729,0.120497,0.234207,0.036000,
Shadows Into Light,Regular,0.194526,0.340842,0.727604,0.350000,0.262129,0.171919,0.265819,0.056000,
Shadows Into Light Two,Regular,0.211579,0.370737,0.743841,0.310000,0.288601,0.148381,0.215950,0.071000,
Shanti,Regular,0.214526,0.304000,0.692073,0.250000,0.419294,0.147176,0.291856,0.023000,
Share,Bold Italic,0.210105,0.316632,0.675456,0.250000,0.542986,0.149224,0.324990,0.052000,
Share,Bold,0.195368,0.315684,0.694446,0.250000,0.586690,0.139723,0.324905,0.029000,
Share,Italic,0.188211,0.312526,0.698881,0.250000,0.413511,0.134656,0.264327,0.055000,
Share,Regular,0.172632,0.311579,0.724797,0.250000,0.459620,0.122681,0.263668,0.029000,
Share Tech Mono,Regular,0.176000,0.310737,0.713808,0.250000,0.459833,0.113578,0.265213,0.035000,
Share Tech,Regular,0.170947,0.312316,0.724821,0.250000,0.446967,0.110790,0.236872,0.036000,
Shojumaru,Regular,0.336316,0.351789,0.636278,0.300000,0.506454,0.142148,0.224950,0.104000,
Short Stack,Regular,0.239474,0.327684,0.680104,0.300000,0.372953,0.148363,0.216537,0.068000,
Siemreap,Regular,0.237684,0.304632,0.649192,0.310000,0.227827,0.062240,0.191714,0.020000,
Sigmar One,Regular,0.304947,0.326105,0.632501,0.310000,0.690602,0.099312,0.173895,0.047000,
Signika,Bold,0.235053,0.324421,0.670394,0.270000,0.562834,0.163045,0.285056,0.037000,
Signika,Light,0.202737,0.316105,0.714023,0.250000,0.375271,0.147459,0.237275,0.031000,
Signika Negative,Bold,0.232211,0.328737,0.673551,0.270000,0.534296,0.155640,0.265849,0.044000,
Signika Negative,Light,0.200000,0.320105,0.717859,0.260000,0.346535,0.137576,0.228111,0.037000,
Signika Negative,Regular,0.210421,0.323368,0.694842,0.270000,0.424576,0.146979,0.218478,0.042000,
Signika Negative,Semibold,0.220947,0.326526,0.683568,0.270000,0.488382,0.152705,0.267657,0.043000,
Signika,Regular,0.213474,0.318947,0.692246,0.270000,0.443096,0.159219,0.275948,0.031000,
Signika,Semibold,0.223474,0.322526,0.681452,0.270000,0.514911,0.163007,0.295513,0.032000,
Simonetta,Black Italic,0.255684,0.312632,0.663904,0.220000,0.507265,0.172099,0.312865,0.091000,
Simonetta,Black,0.258316,0.311263,0.671491,0.220000,0.519747,0.182681,0.328212,0.087000,
Simonetta,Italic,0.223368,0.304947,0.701340,0.210000,0.303653,0.236857,0.363274,0.057000,
Simonetta,Regular,0.227789,0.304947,0.695715,0.210000,0.297081,0.240903,0.356612,0.056000,
Sintony,Bold,0.235053,0.340421,0.680121,0.290000,0.489124,0.145709,0.270242,0.033000,
Sintony,Regular,0.220105,0.337895,0.705424,0.290000,0.389627,0.129661,0.204733,0.033000,
SirinStencil,Regular,0.211684,0.327474,0.716761,0.270000,0.403255,0.146458,0.241116,0.047000,
Sitara,Bold Italic,0.202000,0.264211,0.661228,0.230000,0.386622,0.081468,0.169627,0.032000,
Sitara,Bold,0.202000,0.264211,0.661228,0.230000,0.386622,0.081468,0.169627,0.032000,
Sitara,Italic,0.195368,0.263474,0.668576,0.230000,0.351107,0.085829,0.174841,0.032000,
Sitara,Regular,0.195368,0.263474,0.668576,0.230000,0.351107,0.085829,0.174841,0.032000,
Six Caps,Regular,0.097158,0.366526,0.918732,0.380000,0.515023,0.120822,0.287318,0.022000,
Skranji,Bold,0.266421,0.343158,0.664733,0.300000,0.577651,0.148418,0.245730,0.065000,
Skranji,Regular,0.234526,0.336211,0.683338,0.320000,0.524484,0.164396,0.263955,0.060000,
Slabo 13px,Regular,0.236947,0.326316,0.688548,0.270000,0.394586,0.142016,0.277808,0.051000,
Slabo 27px,Regular,0.210316,0.298737,0.696847,0.240000,0.370501,0.167224,0.301374,0.066000,
Slackey,Regular,0.284105,0.339474,0.656983,0.300000,0.543534,0.110477,0.198728,0.069000,
Smokum,Regular,0.162842,0.323579,0.731084,0.260000,0.408793,0.195930,0.343115,0.075000,
Smythe,Regular,0.165579,0.287158,0.707557,0.240000,0.376509,0.182598,0.296882,0.076000,
Sniglet,ExtraBold,0.283053,0.336211,0.643128,0.290000,0.671701,0.179414,0.285678,0.124000,
Sniglet,Regular,0.217789,0.323368,0.696238,0.260000,0.451088,0.180799,0.285216,0.046000,
Snippet,Regular,0.207368,0.319474,0.713862,0.260000,0.302407,0.168894,0.257653,0.036000,
Snowburst One,Regular,0.267895,0.388211,0.690085,0.330000,0.217013,0.190778,0.293970,0.107000,
Sofadi One,Regular,0.226211,0.293684,0.695977,0.200000,0.418082,0.166625,0.294181,0.045000,
Sofia,Regular,0.269789,0.362526,0.690529,0.240000,0.317499,0.153937,0.235077,0.106000,
Sonsie One,Regular,0.395789,0.361263,0.655705,0.270000,0.495702,0.157907,0.259378,0.174000,
Sorts Mill Goudy,Italic,0.227368,0.316842,0.680401,0.230000,0.265178,0.273368,0.367511,0.102000,
Sorts Mill Goudy,Regular,0.233158,0.316211,0.685045,0.230000,0.281713,0.250777,0.351593,0.091000,
Souliyo Unicode,Regular,0.205579,0.351158,0.683194,0.380000,0.345238,0.089740,0.184262,0.024000,
Source Code Pro,Black,0.239368,0.315368,0.652169,0.250000,0.583549,0.160887,0.292932,0.031000,
Source Code Pro,Bold,0.233368,0.312842,0.657352,0.250000,0.534870,0.164401,0.318404,0.029000,
Source Code Pro,ExtraLight,0.203474,0.306632,0.740061,0.240000,0.183597,0.237525,0.373222,0.026000,
Source Code Pro,Light,0.206526,0.308737,0.713532,0.240000,0.253970,0.232844,0.367691,0.029000,
Source Code Pro,Medium,0.221789,0.308737,0.673481,0.240000,0.398334,0.163716,0.271924,0.031000,
Source Code Pro,Regular,0.216211,0.309474,0.677034,0.240000,0.383765,0.150611,0.250336,0.030000,
Source Code Pro,Semibold,0.224737,0.311684,0.665013,0.250000,0.464372,0.161711,0.313338,0.028000,
Source Sans Pro,Black Italic,0.246632,0.310105,0.656165,0.250000,0.514862,0.191774,0.334247,0.079000,
Source Sans Pro,Black,0.229895,0.310947,0.673434,0.250000,0.588092,0.162876,0.321377,0.026000,
Source Sans Pro,Bold Italic,0.239474,0.308316,0.661783,0.250000,0.472906,0.195898,0.335688,0.076000,
Source Sans Pro,Bold,0.221368,0.308737,0.678322,0.250000,0.552297,0.170310,0.331434,0.025000,
Source Sans Pro,ExtraLight Italic,0.201053,0.302947,0.711604,0.240000,0.183209,0.338988,0.480203,0.030000,
Source Sans Pro,ExtraLight,0.181263,0.303368,0.757091,0.240000,0.227726,0.274614,0.459661,0.019000,
Source Sans Pro,Italic,0.219474,0.304105,0.678519,0.240000,0.319002,0.177557,0.251516,0.057000,
Source Sans Pro,Light Italic,0.207263,0.303158,0.697874,0.240000,0.217092,0.301413,0.432772,0.037000,
Source Sans Pro,Light,0.187368,0.303895,0.738655,0.240000,0.263703,0.235817,0.403031,0.024000,
Source Sans Pro,Regular,0.198842,0.304316,0.710511,0.240000,0.378573,0.158714,0.279572,0.023000,
Source Sans Pro,Semibold Italic,0.228947,0.306211,0.668851,0.250000,0.407669,0.175600,0.293865,0.067000,
Source Sans Pro,Semibold,0.210211,0.307263,0.692111,0.250000,0.482940,0.171822,0.326937,0.023000,
Source Serif Pro,Bold,0.243895,0.312211,0.671010,0.240000,0.450185,0.177241,0.313942,0.062000,
Source Serif Pro,Regular,0.229895,0.311789,0.686105,0.240000,0.352709,0.182610,0.302625,0.061000,
Source Serif Pro,Semibold,0.237789,0.312632,0.679244,0.240000,0.395690,0.179137,0.308308,0.060000,
Special Elite,Regular,0.242947,0.327474,0.667374,0.270000,0.363461,0.152097,0.235326,0.120000,
Spicy Rice,Regular,0.243158,0.344316,0.657016,0.300000,0.583364,0.140258,0.233137,0.080000,
Spinnaker,Regular,0.238737,0.324421,0.693382,0.240000,0.389321,0.161931,0.262642,0.020000,
Spirax,Regular,0.238842,0.323789,0.690972,0.250000,0.315727,0.214304,0.334377,0.092000,
Squada One,Regular,0.175053,0.295368,0.700877,0.250000,0.578163,0.124352,0.267210,0.033000,
Sree Krushnadevaraya,Regular,0.207789,0.260737,0.685652,0.190000,0.374365,0.238481,0.387479,0.063000,
Sriracha,Regular,0.259368,0.314947,0.645828,0.260000,0.429923,0.208685,0.315439,0.114000,
Stalemate,Regular,0.190842,0.293053,0.722811,0.150000,0.185436,0.296646,0.462177,0.071000,
Stalinist One,Regular,0.440737,0.338526,0.674658,0.270000,0.604544,0.077910,0.175541,0.044000,
Stalin One,Regular,0.440737,0.338526,0.674658,0.270000,0.604544,0.077910,0.175541,0.044000,
Stardos Stencil,Bold,0.251368,0.322421,0.665516,0.250000,0.446436,0.179381,0.287932,0.083000,
Stardos Stencil,Regular,0.233579,0.318842,0.683911,0.240000,0.383561,0.197079,0.300928,0.083000,
Stint Ultra Condensed,Regular,0.141789,0.299474,0.753586,0.240000,0.398435,0.203274,0.314045,0.065000,
Stint Ultra Expanded,Regular,0.304105,0.303263,0.675217,0.240000,0.287697,0.152387,0.263277,0.062000,
Stoke,Light,0.282316,0.348947,0.675911,0.260000,0.340478,0.168464,0.274359,0.098000,
